id,name,now_cost,position,team,ep_next,points_per_game_rank,selected_rank_type,influence,saves_per_90,goals_conceded_per_90,points_per_game_rank_type,web_name,creativity_rank_type,in_dreamteam,ict_index_rank_type,transfers_out_event,threat,bonus,red_cards,dreamteam_count,form_rank,influence_rank_type,influence_rank,region,form_rank_type,transfers_in_event,assists,selected_by_percent,value_season,expected_goals,clean_sheets,corners_and_indirect_freekicks_order,expected_assists_per_90,cost_change_event_fall,creativity,goals_scored,value_form,expected_assists,penalties_missed,form,chance_of_playing_next_round,event_points,clean_sheets_per_90,transfers_out,now_cost_rank,now_cost_rank_type,ict_index_rank,goals_conceded,expected_goals_conceded,direct_freekicks_order,ep_this,starts_per_90,expected_goals_conceded_per_90,expected_goal_involvements_per_90,expected_goals_per_90,ict_index,status,threat_rank,news_added,creativity_rank,points_per_game,chance_of_playing_this_round,cost_change_event,bps,starts,transfers_in,selected_rank,saves,yellow_cards,total_points,news,penalties_order,cost_change_start,own_goals,cost_change_start_fall,minutes,expected_goal_involvements,penalties_saved,threat_rank_type
50,Kosta Nedeljković,40,DEF,Aston Villa,0.0,324,65,22.2,0.0,1.94,107,Nedeljkovic,102,False,115,5294,0.0,0,0,0,433,110,309,190.0,157,722,0,1.4,0.8,0.00,0,,0.02,0,6.3,0,0.0,0.02,0,0.0,,0,0.0,143643,661,214,351,2,1.84,,0.0,0.0,1.78,0.02,0.0,2.9,a,435,,326,1.0,,0,13,0,234483,175,0,0,3,,,0,0,0,93,0.02,0,160
51,Robin Olsen,45,GKP,Aston Villa,0.0,544,62,0.0,0.0,0.0,68,Olsen,58,False,68,371,0.0,0,0,0,502,68,536,206.0,68,271,0,0.1,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,100.0,0,0.0,5745,364,15,540,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,a,505,2024-08-12T14:30:04.425331Z,530,0.0,100.0,0,0,0,3470,433,0,0,0,,,0,0,0,0,0.00,0,55
52,Pau Torres,45,DEF,Aston Villa,2.7,209,53,95.4,0.0,1.29,71,Pau,44,False,72,4276,2.0,0,0,0,115,56,144,200.0,34,6951,0,2.0,3.1,0.00,1,,0.02,0,38.3,0,0.6,0.11,0,2.7,,6,0.14,126911,396,80,219,9,6.89,,2.7,1.0,0.98,0.02,0.0,13.6,a,337,,192,2.0,,0,69,7,182303,140,0,1,14,,,0,0,0,630,0.11,0,110
53,Jacob Ramsey,55,MID,Aston Villa,1.0,190,99,49.8,0.0,2.15,83,Ramsey,85,False,89,4048,65.0,0,0,0,218,101,235,241.0,111,166,1,0.3,2.4,0.46,0,,0.22,0,68.5,0,0.2,0.83,0,1.3,75.0,0,0.0,40220,118,72,166,8,4.44,,1.0,0.81,1.19,0.34,0.12,18.5,d,107,2024-10-02T23:30:05.314520Z,117,2.2,75.0,0,69,3,35440,300,0,0,13,Groin Injury - 75% chance of playing,,0,0,0,335,1.29,0,66
54,Morgan Rogers,53,MID,Aston Villa,6.7,55,7,134.0,0.0,1.19,26,Rogers,38,False,27,32805,145.0,3,0,1,12,29,80,241.0,8,75589,2,21.3,5.3,0.84,1,,0.17,0,126.1,1,1.3,1.15,0,6.7,,3,0.15,568086,165,99,35,8,6.26,,6.7,1.04,0.93,0.3,0.13,40.7,a,37,,45,4.0,,0,94,7,1906333,15,0,1,28,,,3,0,-3,603,1.99,0,23
55,Viljami Sinisalo,40,GKP,Aston Villa,0.0,462,70,0.0,0.0,0.0,46,Sinisalo,25,False,46,2,0.0,0,0,0,394,46,455,,40,0,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,53,618,57,459,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,395,2024-07-18T09:43:21.242291Z,438,0.0,0.0,0,0,0,0,664,0,0,0,Permanent transfer to Celtic,,0,0,0,0,0.00,0,19
56,Lino da Cruz Sousa,40,DEF,Aston Villa,0.0,488,169,0.0,0.0,0.0,168,Sousa,169,False,169,242,0.0,0,0,0,420,169,480,,145,0,0,0.1,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,15452,648,202,484,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,422,2024-08-16T11:50:34.812830Z,464,0.0,0.0,0,0,0,0,457,0,0,0,Loaned to  Bristol Rovers,,0,0,0,0,0.00,0,148
57,Youri Tielemans,55,MID,Aston Villa,3.3,106,53,149.8,0.0,1.3,47,Tielemans,14,False,33,7156,27.0,2,0,0,85,17,53,21.0,40,6156,2,1.4,4.0,0.29,1,2.0,0.23,0,203.5,0,0.6,1.60,0,3.3,,3,0.14,105633,112,68,48,9,6.83,,3.3,1.01,0.99,0.27,0.04,38.0,a,199,,17,3.1,,0,142,7,154999,173,0,1,22,,,0,0,0,623,1.89,0,116
58,Ollie Watkins,91,FWD,Aston Villa,6.3,15,2,168.0,0.0,1.02,5,Watkins,7,False,6,63301,233.0,5,0,2,21,5,36,241.0,6,77965,2,29.0,4.5,3.56,3,,0.06,0,81.4,4,0.7,0.33,0,6.3,100.0,2,0.51,2157724,8,2,24,6,4.77,,6.3,1.19,0.81,0.66,0.6,48.2,a,10,2024-09-04T10:00:05.026467Z,100,5.9,100.0,0,138,7,1651585,10,0,0,41,,2.0,1,0,-1,531,3.89,0,5
233,Amadou Onana,51,MID,Aston Villa,1.0,47,16,135.2,0.0,1.49,22,Onana,128,False,60,120934,84.0,5,0,0,213,28,79,21.0,107,2465,0,8.0,4.9,1.11,1,,0.03,1,35.9,2,0.3,0.13,0,1.3,75.0,0,0.21,803742,187,118,99,7,5.48,,1.0,1.28,1.17,0.27,0.24,25.6,d,86,2024-10-02T23:30:05.433384Z,203,4.2,75.0,-1,101,6,1379282,54,0,2,25,Hamstring injury - 75% chance of playing,,1,0,-1,422,1.24,0,53
569,Jaden Philogene,53,MID,Aston Villa,1.3,308,206,7.2,0.0,0.68,153,Jaden,193,False,190,159,12.0,0,0,0,216,189,381,241.0,109,372,0,0.0,0.9,0.19,1,,0.03,0,4.1,0,0.2,0.05,0,1.3,100.0,3,0.68,6240,166,100,369,1,2.30,,1.3,0.68,1.56,0.16,0.13,2.2,a,260,2024-09-20T15:30:05.774450Z,339,1.2,100.0,0,17,1,1535,520,0,1,5,,,-2,0,2,133,0.24,0,147
598,Lamare Bogarde,40,DEF,Aston Villa,0.0,323,102,28.8,0.0,1.61,106,Bogarde,80,False,106,1575,0.0,0,0,0,422,105,292,152.0,147,676,0,0.4,0.5,0.00,0,,0.04,0,15.5,0,0.0,0.08,0,0.0,,0,0.0,24124,650,204,325,3,1.30,,0.0,1.07,0.7,0.04,0.0,4.4,a,424,,278,1.0,,0,6,2,46915,280,0,1,2,,,0,0,0,168,0.08,0,150
640,Sil Swinkels,40,DEF,Aston Villa,0.0,487,177,0.0,0.0,0.0,167,Swinkels,168,False,168,317,0.0,0,0,0,419,168,479,152.0,144,364,0,0.1,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,2382,647,201,483,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,a,421,,463,0.0,,0,0,0,5524,485,0,0,0,,,0,0,0,0,0.00,0,147
641,Oliwier Zych,40,GKP,Aston Villa,0.0,490,36,0.0,0.0,0.0,58,Zych,38,False,58,1721,0.0,0,0,0,423,58,482,172.0,52,5951,0,0.6,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,12711,651,70,486,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,a,425,,466,0.0,,0,0,0,56749,237,0,0,0,,,0,0,0,0,0.00,0,32
656,Kadan Young,45,MID,Aston Villa,0.0,597,113,0.0,0.0,0.0,263,Young,262,False,260,2188,0.0,0,0,0,561,257,589,241.0,238,2425,0,0.2,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,12679,461,280,593,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,a,567,,586,0.0,,0,0,0,31991,332,0,0,0,,,0,0,0,0,0.00,0,252
59,Max Aarons,44,DEF,Bournemouth,-1.0,528,130,0.0,0.0,0.0,201,Aarons,201,False,202,601,0.0,0,0,0,483,202,520,241.0,193,137,0,0.2,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,15028,529,126,524,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,a,484,,512,0.0,,0,0,0,6154,365,0,0,0,,,-1,0,1,0,0.00,0,192
60,Tyler Adams,49,MID,Bournemouth,-0.5,623,285,0.0,0.0,0.0,279,Adams,278,False,278,31,0.0,0,0,0,598,276,617,229.0,262,9,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,50.0,0,0.0,682,268,177,620,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,d,605,2024-07-21T20:00:04.554690Z,613,0.0,0.0,0,0,0,304,640,0,0,0,Back injury - 50% chance of playing,,-1,0,1,0,0.00,0,274
61,Jaidon Anthony,45,MID,Bournemouth,0.0,558,131,0.0,0.0,0.0,230,Anthony,229,False,227,821,0.0,0,0,0,518,224,550,,202,0,0,0.2,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,37574,404,238,554,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,523,2024-08-30T09:46:29.420148Z,545,0.0,0.0,0,0,0,8381,371,0,0,0,Season long loan to Burnley,,0,0,0,0,0.00,0,218
62,David Brooks,49,MID,Bournemouth,-0.7,363,271,4.6,0.0,0.0,179,Brooks,169,False,191,91,0.0,0,0,0,332,194,388,244.0,170,87,0,0.0,0.2,0.00,0,,2.6,0,15.3,0,0.1,0.26,0,0.3,100.0,1,0.0,1094,255,166,374,0,0.03,,0.3,0.0,0.3,2.6,0.0,2.0,a,599,2024-08-12T14:30:04.440536Z,280,1.0,100.0,0,8,0,961,616,0,0,1,,,-1,0,1,9,0.26,0,270
63,Ryan Christie,49,MID,Bournemouth,0.7,238,132,63.2,0.0,1.39,108,Christie,47,False,77,890,42.0,0,0,0,173,85,204,243.0,79,239,0,0.2,2.4,0.26,2,4.0,0.04,0,108.1,0,0.3,0.19,0,1.7,,2,0.4,17648,260,169,138,7,5.72,,1.7,1.19,1.14,0.09,0.05,21.4,a,155,,60,1.7,,0,71,6,11918,373,0,3,12,,,-1,0,1,453,0.45,0,95
64,Lewis Cook,50,MID,Bournemouth,3.3,85,116,170.6,0.0,1.44,34,Cook,15,False,24,1835,55.0,2,0,0,53,12,35,241.0,27,1688,2,0.2,4.8,0.33,0,1.0,0.18,0,199.8,1,0.9,1.26,0,4.3,,2,0.0,10633,196,123,31,10,8.85,,4.3,1.01,1.28,0.23,0.05,42.5,a,128,,18,3.4,,0,130,7,23128,338,0,3,24,,,0,0,0,623,1.59,0,81
65,Enes Ünal,54,FWD,Bournemouth,0.0,383,65,9.8,0.0,1.76,38,Enes Ünal,26,False,32,631,39.0,0,0,0,247,31,362,219.0,27,444,0,0.0,0.7,0.56,0,,0.11,0,21.7,0,0.2,0.06,0,1.0,100.0,1,0.0,4669,133,38,291,1,0.74,,1.0,0.0,1.31,1.1,0.99,6.8,a,165,2024-08-12T14:30:04.450058Z,245,1.0,100.0,0,11,0,5229,513,0,0,4,,,-1,0,1,51,0.62,0,31
66,Romain Faivre,50,MID,Bournemouth,0.0,637,282,0.0,0.0,0.0,288,Faivre,287,False,288,15,0.0,0,0,0,622,286,633,,279,0,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,1347,226,146,636,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,628,2024-08-20T12:15:06.505689Z,632,0.0,0.0,0,0,0,23,635,0,0,0,Loaned to Brest,,0,0,0,0,0.00,0,286
67,Hamed Traorè,45,MID,Bournemouth,0.0,557,170,0.0,0.0,0.0,229,H.Traorè,228,False,226,333,0.0,0,0,0,517,223,549,,201,0,0,0.1,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,16068,399,237,553,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,521,2024-08-29T11:07:43.785266Z,544,0.0,0.0,0,0,0,3525,466,0,0,0,Season long loan to A.J.Auxerre,,0,0,0,0,0.00,0,217
68,James Hill,40,DEF,Bournemouth,-1.0,473,105,0.0,0.0,0.0,157,Hill,159,False,159,1038,0.0,0,0,0,405,159,466,241.0,134,460,0,0.4,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,18452,631,189,470,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,a,407,,450,0.0,,0,0,0,15134,284,0,0,0,,,0,0,0,0,0.00,0,137
69,Daniel Jebbison,45,FWD,Bournemouth,0.0,344,27,3.2,0.0,0.0,32,Jebbison,34,False,38,9557,2.0,0,0,0,553,36,397,,44,0,0,2.0,0.4,0.00,0,,0.0,0,10.6,0,0.0,0.00,0,0.0,0.0,0,0.0,374108,453,69,389,0,0.34,,0.0,0.0,1.18,0.0,0.0,1.6,u,341,2024-08-31T06:32:40.630710Z,312,1.0,0.0,0,7,0,380085,142,0,0,2,Loaned to Watford,,0,0,0,26,0.00,0,41
70,Milos Kerkez,45,DEF,Bournemouth,0.3,276,92,76.4,0.0,1.56,89,Kerkez,23,False,56,2969,20.0,0,0,0,198,70,177,98.0,64,407,0,0.5,2.2,0.11,0,,0.03,0,72.6,0,0.3,0.21,0,1.3,,2,0.0,36345,462,93,183,10,8.82,,1.3,1.09,1.38,0.05,0.02,17.0,a,218,,113,1.4,,0,38,7,37323,258,0,2,10,,,0,0,0,577,0.32,0,58
71,Justin Kluivert,53,MID,Bournemouth,-0.3,245,107,53.2,0.0,1.42,114,Kluivert,58,False,51,1905,130.0,0,0,0,291,96,225,152.0,150,327,1,0.3,2.3,0.74,2,,0.12,0,97.6,0,0.1,0.50,0,0.7,,1,0.47,34105,164,98,82,6,5.24,4.0,0.7,1.18,1.24,0.3,0.18,28.1,a,48,,75,1.7,,0,38,5,16871,320,0,3,12,,2.0,-2,0,2,380,1.24,0,28
72,Chris Mepham,44,DEF,Bournemouth,0.0,527,190,0.0,0.0,0.0,200,Mepham,200,False,201,116,0.0,0,0,0,480,201,519,,191,0,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,5313,522,122,523,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,479,2024-09-01T09:10:00.945219Z,508,0.0,0.0,0,0,0,287,544,0,0,0,On loan to Sunderland for the season,,-1,0,1,0,0.00,0,190
74,Dango Ouattara,50,MID,Bournemouth,2.3,132,227,89.0,0.0,1.04,56,O.Dango,95,False,70,242,81.0,1,0,0,84,59,156,35.0,39,108,1,0.0,3.4,1.61,0,,0.29,0,61.1,1,0.7,0.83,0,3.3,100.0,1,0.0,2639,241,157,119,3,3.83,,3.3,0.69,1.33,0.85,0.56,23.2,a,89,2024-09-13T18:00:06.517398Z,133,2.8,100.0,0,73,2,2333,554,0,0,17,,,0,0,0,260,2.44,0,56
75,Alex Paulsen,40,GKP,Bournemouth,0.0,479,67,0.0,0.0,0.0,56,Paulsen,36,False,56,63,0.0,0,0,0,411,56,472,,50,0,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,1877,638,68,476,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,413,2024-08-10T12:14:13.050842Z,456,0.0,0.0,0,0,0,0,557,0,0,0,Loaned to Auckland FC,,0,0,0,0,0.00,0,30
76,Philip Billing,48,MID,Bournemouth,-1.0,353,191,5.2,0.0,4.29,173,Philip,191,False,198,371,4.0,0,0,0,582,191,385,58.0,252,123,0,0.1,0.4,0.00,0,,0.39,0,4.7,0,0.0,0.09,0,0.0,100.0,0,0.0,6162,316,213,395,1,0.58,1.0,0.0,0.0,2.49,0.39,0.0,1.4,a,322,2024-08-29T09:30:04.570455Z,334,1.0,100.0,0,5,0,3561,500,0,0,2,,,-2,0,2,21,0.09,0,181
77,Alex Scott,49,MID,Bournemouth,0.0,313,209,59.6,0.0,1.38,157,Scott,120,False,118,170,17.0,0,0,0,241,90,210,241.0,120,51,0,0.0,1.6,0.12,0,3.0,0.04,0,40.7,0,0.2,0.09,0,1.0,,1,0.0,3560,301,200,241,3,3.41,3.0,1.0,0.46,1.57,0.1,0.06,11.8,a,228,,183,1.1,,0,37,1,1650,527,0,0,8,,,-1,0,1,196,0.21,0,131
78,Antoine Semenyo,57,MID,Bournemouth,2.7,42,11,167.0,0.0,1.48,20,Semenyo,54,False,13,88658,257.0,1,0,0,74,13,37,81.0,37,16540,1,10.4,5.4,2.12,0,,0.22,0,100.5,3,0.6,1.48,0,3.7,,2,0.0,486547,102,63,18,10,8.70,,3.7,1.04,1.29,0.53,0.31,52.1,a,7,,69,4.4,,0,118,7,1409853,41,0,2,31,,,2,0,-2,607,3.60,0,4
79,Marcos Senesi,48,DEF,Bournemouth,0.0,300,82,124.6,0.0,1.24,97,Senesi,38,False,49,2838,12.0,0,0,0,236,32,95,10.0,74,534,0,0.6,1.2,0.12,0,,0.06,0,45.9,0,0.2,0.27,0,1.0,,1,0.0,63433,322,36,167,6,5.67,,1.0,1.03,1.17,0.08,0.02,18.4,a,255,,171,1.2,,0,30,5,21763,238,0,3,6,,,-2,0,2,436,0.39,0,78
80,Luis Sinisterra,50,MID,Bournemouth,0.0,153,89,95.4,0.0,1.53,68,Sinisterra,59,False,34,4266,175.0,2,0,1,242,53,145,48.0,121,390,1,0.4,3.6,1.09,0,,0.47,0,96.0,1,0.2,0.91,0,1.0,,1,0.0,48448,213,135,50,3,3.06,,1.0,0.51,1.56,1.03,0.56,36.7,a,27,,77,2.6,,0,74,1,67300,274,0,0,18,,,0,0,0,176,2.00,0,17
81,Adam Smith,45,DEF,Bournemouth,0.7,207,122,41.0,0.0,0.83,69,Smith,72,False,98,1293,2.0,0,0,0,167,96,260,241.0,53,271,0,0.2,3.1,0.00,1,,0.01,0,18.8,0,0.4,0.02,0,1.7,,2,0.28,12043,354,53,301,3,3.39,,1.7,1.1,0.94,0.01,0.0,6.1,a,336,,259,2.0,,0,50,4,13322,343,0,1,14,,,0,0,0,326,0.02,0,109
83,Marcus Tavernier,55,MID,Bournemouth,1.7,86,88,142.6,0.0,1.35,35,Tavernier,7,False,10,4132,185.0,2,0,0,124,22,67,241.0,57,779,1,0.4,4.4,2.22,1,2.0,0.13,0,253.5,1,0.5,0.88,0,2.7,,2,0.15,37624,115,70,13,9,8.74,2.0,2.7,1.05,1.31,0.46,0.33,58.2,a,26,,7,3.4,,0,101,7,56531,273,0,1,24,,,0,0,0,601,3.10,0,16
84,Mark Travers,44,GKP,Bournemouth,-1.0,206,58,14.4,2.0,1.0,25,Travers,51,False,28,368,0.0,0,0,0,481,28,342,104.0,64,134,0,0.1,0.5,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,7925,525,31,394,1,0.78,,0.0,1.0,0.78,0.0,0.0,1.4,a,481,,510,2.0,,0,8,1,3268,407,2,0,2,,,-1,0,1,90,0.00,0,47
85,Illia Zabarnyi,45,DEF,Bournemouth,0.7,234,104,113.2,0.0,1.43,77,Zabarnyi,79,False,69,1689,14.0,0,0,0,171,43,114,225.0,56,124,0,0.4,2.7,0.30,0,,0.01,0,15.6,0,0.4,0.06,0,1.7,,2,0.0,25844,422,89,212,10,9.11,,1.7,1.0,1.3,0.05,0.04,14.3,a,243,,277,1.7,,0,62,7,19527,283,0,0,12,,,0,0,0,630,0.36,0,71
152,Kepa Arrizabalaga,45,GKP,Bournemouth,1.7,129,30,129.2,4.5,1.75,19,Arrizabalaga,57,False,18,5147,0.0,0,0,0,112,18,89,200.0,12,1651,0,0.8,2.4,0.00,0,,0.0,0,0.0,0,0.6,0.00,0,2.7,100.0,2,0.0,46832,362,14,227,7,5.42,,2.7,1.0,1.36,0.0,0.0,12.9,a,504,2024-09-05T11:30:06.382154Z,529,2.8,100.0,0,43,4,86760,211,18,0,11,,,0,0,0,360,0.00,0,54
580,Dean Huijsen,44,DEF,Bournemouth,-1.0,336,159,39.0,0.0,1.87,117,Huijsen,60,False,92,338,4.0,0,0,0,496,98,269,200.0,198,41,0,0.1,0.7,0.04,0,,0.0,0,31.4,0,0.0,0.01,0,0.0,,0,0.0,6511,546,134,285,4,3.44,,0.0,0.93,1.6,0.02,0.02,7.5,a,319,,218,1.0,,0,10,2,2636,442,0,1,3,,,-1,0,1,193,0.05,0,102
592,Julián Araujo Zúñiga,45,DEF,Bournemouth,-0.7,298,125,30.0,0.0,2.32,96,J.Araujo,103,False,110,911,2.0,0,0,0,317,104,291,139.0,104,235,0,0.2,1.3,0.00,0,,0.01,0,6.0,0,0.1,0.03,0,0.3,,0,0.0,13305,401,82,335,7,5.70,,0.3,0.99,1.89,0.01,0.0,3.9,a,338,,328,1.2,,0,3,3,9414,350,0,0,6,,,0,0,0,272,0.03,0,111
599,Will Dennis,40,GKP,Bournemouth,-1.0,467,42,0.0,0.0,0.0,50,Dennis,30,False,50,749,0.0,0,0,0,399,50,460,241.0,44,863,0,0.4,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,13592,624,62,464,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,a,401,,444,0.0,,0,0,0,25642,278,0,0,0,,,0,0,0,0,0.00,0,24
617,Francisco Evanilson de Lima Barbosa,59,FWD,Bournemouth,3.3,134,39,53.6,0.0,1.46,21,Evanilson,19,False,21,9994,132.0,3,0,0,55,22,224,30.0,12,2410,0,0.7,2.9,2.46,2,,0.11,0,51.2,1,0.7,0.55,1,4.3,,2,0.42,56010,87,25,116,7,5.77,,4.3,1.25,1.2,0.62,0.51,23.5,a,46,,159,2.8,,0,57,6,124141,219,0,0,17,,1.0,-1,0,1,432,3.01,0,16
86,Kristoffer Ajer,45,DEF,Brentford,0.7,337,103,64.8,0.0,1.65,118,Ajer,45,False,64,1585,45.0,0,0,0,262,77,201,161.0,87,615,0,0.4,1.6,0.28,0,,0.01,0,38.2,0,0.2,0.08,0,0.7,100.0,0,0.0,30733,373,61,202,10,10.61,,0.7,1.15,1.75,0.06,0.05,14.8,a,144,2024-08-31T21:00:04.615939Z,193,1.0,100.0,0,21,7,26416,282,0,2,7,,,0,0,0,547,0.36,0,27
87,Ethan Brierley,45,MID,Brentford,0.0,580,163,0.0,0.0,0.0,247,Brierley,246,False,244,415,0.0,0,0,0,541,241,572,,220,225,0,0.1,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,100.0,0,0.0,7435,437,258,576,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,a,549,2024-09-10T11:15:13.439596Z,569,0.0,100.0,0,0,0,7731,448,0,0,0,,,0,0,0,0,0.00,0,235
88,Nathan Collins,45,DEF,Brentford,4.3,69,59,234.4,0.0,1.86,16,Collins,95,False,6,4866,137.0,1,0,1,49,1,10,104.0,9,33811,3,1.7,5.6,1.24,0,,0.04,0,10.7,1,1.0,0.30,0,4.3,,10,0.0,96925,400,81,46,13,13.12,,4.3,1.0,1.87,0.22,0.18,38.2,a,44,,311,3.6,,0,93,7,207976,158,0,1,25,,,0,0,0,630,1.54,0,3
89,Mikkel Damsgaard,50,MID,Brentford,3.8,104,144,140.2,0.0,1.56,45,Damsgaard,19,False,28,1087,69.0,3,0,0,36,25,72,58.0,16,7112,2,0.1,4.4,0.32,1,4.0,0.23,0,178.5,0,1.0,1.20,0,5.0,75.0,10,0.19,6206,225,145,41,8,9.51,,5.0,0.97,1.85,0.29,0.06,38.9,d,103,2024-10-12T11:00:07.165630Z,22,3.1,,0,109,5,11640,405,0,0,22,Knock - 75% chance of playing,,0,0,0,462,1.52,0,63
90,Josh Dasilva,49,MID,Brentford,0.0,622,287,0.0,0.0,0.0,278,Dasilva,277,False,277,22,0.0,0,0,0,596,275,616,241.0,260,25,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,836,264,173,619,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,i,604,2024-08-12T14:30:04.460316Z,612,0.0,0.0,0,0,0,175,645,0,0,0,Knee injury - Unknown return date,,-1,0,1,0,0.00,0,273
91,Mark Flekken,45,GKP,Brentford,2.3,137,5,279.2,4.71,1.86,20,Flekken,6,False,1,25840,0.0,0,0,0,131,1,4,152.0,14,12839,0,12.2,4.2,0.00,0,,0.0,0,0.1,0,0.5,0.02,0,2.3,,2,0.0,537329,365,16,88,13,13.12,,2.3,1.0,1.87,0.0,0.0,27.8,a,506,,397,2.7,,0,101,7,732183,31,33,0,19,,,0,0,0,630,0.02,0,56
92,Rico Henry,43,DEF,Brentford,0.0,508,189,0.0,0.0,0.0,186,Henry,186,False,187,140,0.0,0,0,0,448,187,500,241.0,170,82,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,50.0,0,0.0,5285,556,142,504,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,d,448,2024-08-12T14:30:04.471299Z,484,0.0,0.0,0,0,0,692,542,0,0,0,Lack of match fitness - 50% chance of playing,,-2,0,2,0,0.00,0,171
93,Aaron Hickey,44,DEF,Brentford,0.0,536,205,0.0,0.0,0.0,204,Hickey,204,False,205,56,0.0,0,0,0,492,205,528,243.0,197,35,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,2250,541,133,532,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,i,492,2024-08-12T14:30:04.480785Z,520,0.0,0.0,0,0,0,231,611,0,0,0,Hamstring injury - Unknown return date,,-1,0,1,0,0.00,0,195
94,Vitaly Janelt,49,MID,Brentford,2.7,166,122,87.6,0.0,1.93,70,Janelt,78,False,83,951,27.0,0,0,0,117,60,157,80.0,54,918,1,0.2,3.5,0.17,1,,0.06,0,75.5,0,0.6,0.39,0,2.7,,4,0.16,16597,270,179,156,12,10.70,,2.7,1.12,1.72,0.09,0.03,19.1,a,198,,107,2.4,,0,105,7,18817,353,0,1,17,,,-1,0,1,560,0.56,0,115
95,Mathias Jensen,53,MID,Brentford,0.0,121,181,38.8,0.0,1.13,49,Jensen,73,False,111,318,5.0,1,0,0,642,123,272,58.0,290,18,1,0.1,1.7,0.10,0,2.0,0.17,0,84.8,0,0.0,0.46,0,0.0,50.0,0,0.0,15753,162,96,230,3,4.17,3.0,0.0,1.13,1.58,0.21,0.04,12.9,d,315,2024-09-10T00:30:06.483560Z,96,3.0,0.0,0,39,3,3872,481,0,1,9,Calf injury - 50% chance of playing,,-2,0,2,238,0.56,0,179
96,Kim Ji-soo,40,DEF,Brentford,0.0,498,121,0.0,0.0,0.0,177,Ji-soo,178,False,178,594,0.0,0,0,0,431,178,490,114.0,155,195,0,0.2,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,11584,659,212,494,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,a,433,,474,0.0,,0,0,0,6408,341,0,0,0,,,0,0,0,0,0.00,0,158
97,Yunus Emre Konak,45,MID,Brentford,1.0,348,174,1.2,0.0,10.59,169,Konak,202,False,205,352,3.0,0,0,0,234,205,411,219.0,117,567,0,0.1,0.7,0.15,0,,0.0,0,1.5,0,0.2,0.00,0,1.0,,1,0.0,4856,483,295,409,2,0.78,,1.0,0.0,4.13,0.79,0.79,0.4,a,329,,363,1.0,,0,4,0,5492,471,0,0,3,,,0,0,0,17,0.15,0,184
