id,name,now_cost,position,team,ep_next,points_per_game_rank,selected_rank_type,influence,saves_per_90,goals_conceded_per_90,points_per_game_rank_type,web_name,creativity_rank_type,in_dreamteam,ict_index_rank_type,transfers_out_event,threat,bonus,red_cards,dreamteam_count,form_rank,influence_rank_type,influence_rank,region,form_rank_type,transfers_in_event,assists,selected_by_percent,value_season,expected_goals,clean_sheets,corners_and_indirect_freekicks_order,expected_assists_per_90,cost_change_event_fall,creativity,goals_scored,value_form,expected_assists,penalties_missed,form,chance_of_playing_next_round,event_points,clean_sheets_per_90,transfers_out,now_cost_rank,now_cost_rank_type,ict_index_rank,goals_conceded,expected_goals_conceded,direct_freekicks_order,ep_this,starts_per_90,expected_goals_conceded_per_90,expected_goal_involvements_per_90,expected_goals_per_90,ict_index,status,threat_rank,news_added,creativity_rank,points_per_game,chance_of_playing_this_round,cost_change_event,bps,starts,transfers_in,selected_rank,saves,yellow_cards,total_points,news,penalties_order,cost_change_start,own_goals,cost_change_start_fall,minutes,expected_goal_involvements,penalties_saved,threat_rank_type
274,Omari Giraud-Hutchinson,53,MID,Ipswich,3.0,175,93,69.8,0.0,2.05,75,Hutchinson,83,False,76,1594,72.0,1,0,0,104,76,191,241.0,49,1095,1,0.4,3.0,0.41,1,,0.04,0,72.1,0,0.6,0.29,0,3.0,100.0,2,0.15,39830,168,102,136,14,15.37,3.0,3.0,1.03,2.25,0.1,0.06,21.5,a,95,2024-09-08T23:00:06.812294Z,114,2.3,100.0,0,72,7,18348,288,0,3,16,,,-2,0,2,614,0.70,0,60
275,Ben Johnson,40,DEF,Ipswich,0.3,321,41,59.4,0.0,4.07,105,Johnson,71,False,89,8803,0.0,0,0,0,305,79,211,241.0,94,1036,1,2.8,1.0,0.00,0,,0.09,0,20.6,0,0.1,0.22,0,0.3,,0,0.0,263518,610,179,276,10,9.43,,0.3,0.81,3.84,0.09,0.0,8.0,a,388,,251,1.0,,0,7,2,190867,111,0,0,4,,,0,0,0,221,0.22,0,129
276,Freddie Ladapo,45,FWD,Ipswich,0.0,542,37,0.0,0.0,0.0,47,Ladapo,44,False,45,4248,0.0,0,0,0,500,44,534,,39,0,0,1.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,159402,359,64,538,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,501,2024-08-31T06:23:26.859072Z,527,0.0,0.0,0,0,0,59882,201,0,0,0,Mutual termination of contract,,0,0,0,0,0.00,0,42
277,Massimo Luongo,45,MID,Ipswich,0.2,262,83,25.0,0.0,2.54,122,Luongo,192,False,176,3072,0.0,0,0,0,315,142,302,13.0,159,454,0,0.5,1.3,0.00,0,,0.0,0,4.3,0,0.1,0.00,0,0.3,75.0,0,0.0,48903,361,228,350,4,4.90,,0.3,1.27,3.11,0.0,0.0,3.0,d,503,2024-10-08T11:00:07.389122Z,336,1.5,,0,22,2,64147,255,0,0,6,Ankle injury - 75% chance of playing,,0,0,0,142,0.00,0,209
278,Sam Morsy,49,MID,Ipswich,4.0,151,105,123.2,0.0,2.02,66,Morsy,81,False,78,1643,16.0,2,0,0,58,34,96,63.0,28,2492,0,0.3,3.7,0.22,1,2.0,0.08,0,73.7,1,0.8,0.52,0,4.0,,2,0.14,19949,250,163,143,14,15.45,,4.0,1.01,2.23,0.11,0.03,21.3,a,231,,110,2.6,,0,98,7,23826,317,0,4,18,,,-1,0,1,623,0.74,0,133
279,Corrie Ndaba,40,DEF,Ipswich,0.0,461,215,0.0,0.0,0.0,153,Ndaba,155,False,155,8,0.0,0,0,0,393,155,454,,130,0,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,497,617,184,458,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,394,2024-08-01T06:52:12.954431Z,437,0.0,0.0,0,0,0,0,643,0,0,0,Permanent transfer to Kilmarnock,,0,0,0,0,0.00,0,133
280,Cieran Slicker,40,GKP,Ipswich,0.0,464,31,0.0,0.0,0.0,48,Slicker,28,False,48,1022,0.0,0,0,0,396,48,457,243.0,42,1020,0,0.8,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,31495,621,60,461,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,a,398,,441,0.0,,0,0,0,20846,215,0,0,0,,,0,0,0,0,0.00,0,22
281,Jack Taylor,48,MID,Ipswich,0.7,405,232,16.0,0.0,1.65,206,Taylor,184,False,173,101,10.0,0,0,0,276,161,336,104.0,138,82,0,0.0,0.8,0.09,0,,0.03,1,7.3,0,0.1,0.04,0,0.7,,1,0.0,2329,324,216,346,2,2.07,,0.7,0.0,1.71,0.1,0.07,3.2,a,268,,321,0.8,,-1,13,0,1071,561,0,1,4,,,-2,0,2,109,0.13,0,150
282,Axel Tuanzebe,40,DEF,Ipswich,0.5,224,37,102.0,0.0,1.76,76,Tuanzebe,40,False,58,20545,19.0,0,0,0,255,52,131,50.0,80,3249,0,3.6,2.8,0.18,1,,0.01,0,43.0,0,0.2,0.04,0,0.7,75.0,0,0.18,112808,596,168,187,10,11.22,,0.5,1.05,1.97,0.04,0.03,16.4,d,220,2024-10-05T09:30:06.049879Z,178,1.8,75.0,0,46,6,353623,96,0,1,11,Knock - 75% chance of playing,,0,0,0,512,0.22,0,59
283,Christian Walton,44,GKP,Ipswich,0.0,204,54,28.2,3.0,2.0,24,Walton,47,False,26,424,0.0,0,0,0,464,26,294,241.0,61,168,0,0.2,0.5,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,12958,497,26,355,2,2.65,,0.0,1.0,2.65,0.0,0.0,2.8,a,464,,497,2.0,,0,9,1,7328,363,3,0,2,,,-1,0,1,90,0.00,0,42
284,Luke Woolfenden,40,DEF,Ipswich,0.0,407,55,58.2,0.0,2.33,128,Woolfenden,120,False,96,4764,6.0,0,0,0,387,81,214,241.0,126,2627,0,1.9,0.5,0.03,0,,0.0,0,1.3,0,0.0,0.00,0,0.0,,0,0.0,66762,609,178,295,7,6.94,,0.0,1.0,2.31,0.01,0.01,6.6,a,298,,364,0.7,,0,16,3,111161,148,0,1,2,,,0,0,0,270,0.03,0,94
359,Kalvin Phillips,49,MID,Ipswich,1.3,214,178,40.8,0.0,2.1,90,Phillips,150,False,144,238,8.0,0,0,0,202,115,262,241.0,96,276,0,0.1,1.6,0.05,1,,0.02,0,24.1,0,0.3,0.08,0,1.3,100.0,2,0.3,7611,259,168,288,7,6.82,,1.3,1.2,2.05,0.04,0.02,7.3,a,287,2024-09-21T20:30:05.767628Z,243,2.0,100.0,0,44,4,3144,477,0,1,8,,,-1,0,1,300,0.13,0,161
568,Arijanet Muric,44,GKP,Ipswich,1.7,100,27,152.4,3.5,2.0,11,Muric,52,False,13,3853,0.0,3,0,0,166,12,51,286.0,18,9597,0,1.1,4.3,0.00,1,,0.0,0,0.0,0,0.4,0.00,0,1.7,100.0,2,0.17,47969,528,32,198,12,13.05,,1.7,1.0,2.18,0.0,0.0,15.3,a,483,2024-08-17T20:30:06.519689Z,511,3.2,100.0,0,52,6,115943,185,21,0,19,,,-1,0,1,540,0.00,0,48
583,Conor Townsend,40,DEF,Ipswich,0.0,438,98,0.0,0.0,0.0,140,Townsend,140,False,140,1011,0.0,0,0,0,367,140,429,241.0,114,662,0,0.4,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,18535,586,163,433,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,a,368,,412,0.0,,0,0,0,17446,269,0,0,0,,,0,0,0,0,0.00,0,117
611,Sam Szmodics,59,MID,Ipswich,1.3,219,112,40.8,0.0,1.49,95,Szmodics,165,False,126,2449,47.0,0,0,0,219,116,263,104.0,112,519,0,0.3,2.4,1.08,0,,0.01,0,16.8,1,0.2,0.05,0,1.3,,1,0.0,48109,82,54,254,5,8.18,,1.3,1.19,2.43,0.33,0.32,10.3,a,140,,269,2.0,,0,36,4,53974,326,0,1,14,,,-1,0,1,303,1.13,0,88
619,Jens Cajuste,45,MID,Ipswich,0.3,264,203,8.4,0.0,1.12,123,Cajuste,147,False,169,496,1.0,0,0,0,265,182,371,206.0,129,50,0,0.0,0.7,0.02,0,,0.02,0,25.0,0,0.2,0.02,0,0.7,50.0,0,0.0,3925,409,242,341,1,2.18,,0.0,1.12,2.45,0.04,0.02,3.4,d,356,2024-10-04T00:00:05.976169Z,239,1.5,0.0,0,11,1,7205,517,0,0,3,Knee injury - 50% chance of playing,,0,0,0,80,0.04,0,200
630,Dara O'Shea,40,DEF,Ipswich,0.7,182,75,107.2,0.0,1.75,57,O'Shea,114,False,63,3564,42.0,1,0,0,256,47,122,104.0,81,4422,0,0.8,2.2,0.21,1,,0.0,0,2.0,0,0.2,0.01,0,0.7,,0,0.25,21571,607,176,199,7,8.76,,0.7,1.0,2.19,0.05,0.05,15.2,a,153,,355,2.2,,0,45,4,97333,213,0,1,9,,,0,0,0,360,0.22,0,31
631,Jack Clarke,55,MID,Ipswich,2.3,231,210,42.6,0.0,2.34,104,J.Clarke,89,False,106,329,34.0,0,0,0,139,113,255,241.0,64,366,1,0.0,1.6,0.25,0,,0.14,0,62.6,0,0.4,0.35,0,2.3,,1,0.0,1911,122,74,218,6,5.31,,2.3,0.78,2.07,0.24,0.1,13.7,a,179,,127,1.8,,0,35,2,4443,529,0,1,9,,,0,0,0,231,0.60,0,105
632,Chiedozie Ogbene,50,MID,Ipswich,1.0,270,268,22.8,0.0,1.33,129,Ogbene,136,False,148,107,12.0,0,0,0,243,144,305,104.0,122,77,0,0.0,1.2,0.00,0,,0.02,0,29.4,0,0.2,0.05,0,1.0,,1,0.0,1117,215,137,298,3,2.23,,1.0,0.89,0.99,0.02,0.0,6.4,a,257,,222,1.5,,0,27,2,1876,612,0,0,6,,,0,0,0,203,0.05,0,144
117,Facundo Buonanotte,50,MID,Leicester,5.5,35,76,148.0,0.0,1.22,17,Buonanotte,56,False,43,2641,78.0,3,0,1,38,20,57,10.0,18,37038,2,0.6,5.6,0.69,1,3.0,0.15,0,98.3,2,1.0,0.60,0,5.0,,11,0.24,31696,244,159,64,5,8.11,,5.0,0.98,1.98,0.32,0.17,32.4,a,90,,72,4.7,,0,104,4,79453,235,0,2,28,,,0,0,0,369,1.29,0,57
192,Jordan Ayew,52,MID,Leicester,2.2,288,123,22.6,0.0,1.91,144,J.Ayew,97,False,108,823,49.0,0,0,0,180,145,306,81.0,86,309,0,0.2,1.7,0.78,1,,0.03,0,60.3,0,0.3,0.12,0,1.7,,2,0.24,33204,170,104,225,8,8.13,2.0,1.7,0.95,1.94,0.22,0.19,13.2,a,137,,137,1.3,,0,37,4,8443,354,0,3,9,,,-3,0,3,377,0.90,0,86
198,Odsonne Edouard,53,FWD,Leicester,1.5,307,51,3.0,0.0,1.94,31,Edouard,25,False,30,1842,50.0,0,0,0,246,38,403,73.0,26,1005,0,0.3,1.1,0.39,0,,0.05,1,25.0,0,0.2,0.07,0,1.0,100.0,1,0.0,70927,160,44,283,3,3.68,,1.0,0.65,2.38,0.3,0.25,7.8,a,135,2024-09-05T11:30:06.462155Z,240,1.2,100.0,-1,9,1,27189,301,0,0,6,,,-2,0,2,139,0.46,0,27
285,Boubakary Soumaré,45,MID,Leicester,0.5,421,137,0.2,0.0,0.0,213,B.Soumaré,207,False,213,713,0.0,0,0,0,509,207,416,73.0,196,300,0,0.2,0.2,0.00,0,,0.0,0,0.6,0,0.0,0.00,0,0.0,,0,0.0,15411,386,232,423,0,0.75,,0.0,0.0,5.19,0.0,0.0,0.1,a,514,,378,0.5,,0,3,0,10630,388,0,1,1,,,0,0,0,13,0.00,0,212
286,Tom Cannon,45,FWD,Leicester,0.0,563,42,0.0,0.0,0.0,50,Cannon,47,False,48,2861,0.0,0,0,0,523,47,555,,42,0,0,0.7,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,117707,412,67,559,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,528,2024-08-31T06:20:48.397195Z,550,0.0,0.0,0,0,0,49177,225,0,0,0,Loaned to Stoke City,,0,0,0,0,0.00,0,45
287,Hamza Choudhury,44,MID,Leicester,0.0,334,79,3.0,0.0,6.43,159,Choudhury,216,False,209,6493,0.0,0,0,0,475,199,400,241.0,187,308,0,0.5,0.2,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,39959,512,296,415,1,1.03,,0.0,0.0,6.62,0.0,0.0,0.3,i,472,2024-10-04T00:00:05.751780Z,503,1.0,0.0,0,4,0,63137,247,0,0,1,Shoulder injury - Unknown return date,,-1,0,1,14,0.00,0,203
288,Conor Coady,40,DEF,Leicester,0.5,436,111,2.0,0.0,12.86,139,Coady,139,False,138,1072,0.0,0,0,0,365,137,408,241.0,113,831,0,0.3,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,100.0,0,0.0,16039,583,161,419,1,0.99,,0.0,0.0,12.73,0.0,0.0,0.2,a,366,2024-08-12T14:30:04.626270Z,410,0.0,100.0,0,-6,0,17872,311,0,1,0,,,0,0,0,7,0.00,0,116
289,Patson Daka,48,FWD,Leicester,0.0,616,59,0.0,0.0,0.0,57,Daka,54,False,55,806,0.0,0,0,0,585,54,608,238.0,50,345,0,0.1,0.0,0.00,0,,0.0,1,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,28480,326,62,611,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,i,591,2024-08-12T14:30:04.636525Z,605,0.0,0.0,-1,0,0,9106,424,0,0,0,Ankle injury - Unknown return date,2.0,-2,0,2,0,0.00,0,52
290,Bobby De Cordova-Reid,53,MID,Leicester,1.2,281,173,9.0,0.0,2.29,138,De Cordova-Reid,194,False,188,303,11.0,0,0,0,287,179,366,107.0,147,75,0,0.1,1.3,0.08,0,,0.02,0,3.6,0,0.1,0.04,0,0.7,,1,0.0,10939,150,89,366,4,4.03,,0.7,1.15,2.31,0.07,0.05,2.3,a,264,,342,1.4,,0,18,2,2419,470,0,0,7,,,-2,0,2,157,0.12,0,148
291,Wout Faes,42,DEF,Leicester,3.2,143,9,212.4,0.0,1.71,39,Faes,83,False,17,18051,52.0,0,0,0,110,3,14,21.0,30,41841,0,13.6,4.3,0.39,1,,0.01,-1,13.9,1,0.6,0.07,0,2.7,,6,0.14,459048,570,154,87,12,14.97,,2.7,1.0,2.14,0.07,0.06,27.8,a,131,,288,2.6,,1,71,7,1152908,25,0,1,18,,,2,0,-2,630,0.46,0,22
292,Michael Golding,44,MID,Leicester,0.5,539,119,0.0,0.0,0.0,222,Golding,221,False,219,2385,0.0,0,0,0,495,216,531,241.0,193,8719,0,0.2,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,7199,545,303,535,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,a,495,,523,0.0,,0,0,0,20861,343,0,0,0,,,-1,0,1,0,0.00,0,208
293,Mads Hermansen,45,GKP,Leicester,4.8,118,29,272.0,4.71,1.71,14,Hermansen,4,False,2,3504,0.0,0,0,0,50,2,6,58.0,6,13450,0,0.9,4.7,0.00,1,,0.0,0,0.2,0,1.0,0.00,0,4.3,,6,0.14,35043,418,18,89,12,14.97,,4.3,1.0,2.14,0.0,0.0,27.3,a,534,,394,3.0,,0,98,7,68393,210,33,0,21,,,0,0,0,630,0.00,0,57
294,Daniel Iversen,40,GKP,Leicester,0.5,452,34,0.0,0.0,0.0,42,Iversen,21,False,42,1196,0.0,0,0,0,382,42,444,58.0,36,787,0,0.7,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,26105,603,53,448,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,a,383,,427,0.0,,0,0,0,19614,228,0,0,0,,,0,0,0,0,0.00,0,15
295,James Justin,46,DEF,Leicester,8.5,51,42,188.6,0.0,1.71,8,Justin,42,False,16,6917,51.0,2,0,2,5,7,24,241.0,1,155376,1,2.7,6.3,0.34,1,,0.01,-1,40.3,2,1.7,0.08,0,8.0,,10,0.14,33768,346,47,83,12,14.97,,8.0,1.0,2.14,0.06,0.05,28.0,a,133,,185,4.1,,1,110,7,270073,114,0,1,29,,,1,0,-1,630,0.42,0,24
296,Victor Kristiansen,45,DEF,Leicester,3.2,235,150,143.0,0.0,1.73,78,Kristiansen,12,False,25,409,0.0,0,0,0,116,22,66,58.0,35,585,0,0.1,2.7,0.00,1,,0.05,0,102.3,0,0.6,0.35,0,2.7,,6,0.14,8649,423,90,110,12,14.97,,2.7,1.01,2.16,0.05,0.0,24.5,a,537,,66,1.7,,0,66,7,6394,410,0,1,12,,,0,0,0,624,0.35,0,208
297,Wanya Marçal-Madivádua,45,MID,Leicester,0.0,565,252,0.0,0.0,0.0,235,Marcal,234,False,232,83,0.0,0,0,0,525,229,557,,207,0,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,3700,414,244,561,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,530,2024-08-31T06:21:32.289998Z,552,0.0,0.0,0,0,0,754,589,0,0,0,Loaned to De Graafschap,,0,0,0,0,0.00,0,223
298,Stephy Mavididi,53,MID,Leicester,5.5,73,58,106.0,0.0,0.94,30,Mavididi,88,False,59,7213,88.0,3,0,0,40,43,125,241.0,19,13963,0,1.2,4.7,0.70,1,1.0,0.26,0,65.5,2,0.9,1.10,0,5.0,,3,0.23,64431,155,91,97,4,8.11,1.0,5.0,0.94,1.9,0.42,0.16,25.9,a,82,,123,3.6,,0,77,4,135498,181,0,0,25,,3.0,-2,0,2,384,1.80,0,49
299,Kasey McAteer,48,MID,Leicester,0.5,359,222,5.2,0.0,0.0,175,McAteer,209,False,200,142,6.0,0,0,0,587,192,386,104.0,254,67,0,0.0,0.6,0.02,0,,0.0,0,0.5,0,0.0,0.00,0,0.0,,0,0.0,3374,331,220,397,0,0.20,,0.0,0.0,1.8,0.18,0.18,1.1,a,306,,382,1.0,,0,6,0,1594,548,0,0,3,,,-2,0,2,10,0.02,0,171
300,Wilfred Ndidi,50,MID,Leicester,2.5,93,73,193.0,0.0,1.47,39,Ndidi,50,False,29,4698,88.0,1,0,1,154,8,20,157.0,70,3836,4,0.7,4.6,0.24,1,,0.13,0,104.0,0,0.4,0.89,0,2.0,,2,0.15,43252,204,128,43,10,13.03,,2.0,1.03,1.91,0.17,0.04,38.5,a,81,,63,3.3,,0,131,7,89892,224,0,3,23,,,0,1,0,613,1.13,0,48
301,Caleb Okoli,40,DEF,Leicester,3.8,183,90,131.8,0.0,1.6,58,Okoli,113,False,60,2278,26.0,1,0,0,80,26,82,106.0,20,16171,0,0.5,2.8,0.14,1,,0.0,0,2.3,0,0.8,0.01,0,3.3,,7,0.2,17538,634,191,192,8,11.05,,3.3,1.0,2.21,0.03,0.03,16.0,a,200,,352,2.2,,0,54,5,41651,256,0,1,11,,,0,0,0,450,0.15,0,49
302,Ricardo Barbosa Pereira,43,DEF,Leicester,0.5,505,152,0.0,0.0,0.0,183,Ricardo,184,False,185,456,0.0,0,0,0,444,185,498,173.0,166,158,0,0.1,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,13628,552,138,502,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,a,445,,482,0.0,,0,0,0,2980,417,0,0,0,,,-2,0,2,0,0.00,0,168
303,Harry Souttar,40,DEF,Leicester,0.0,448,209,0.0,0.0,0.0,145,Souttar,146,False,146,23,0.0,0,0,0,378,146,440,,120,0,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,1190,599,171,444,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,379,2024-08-07T08:21:01.638839Z,423,0.0,0.0,0,0,0,0,624,0,0,0,Season long loan to Sheffield United,,0,0,0,0,0.00,0,123
304,Jakub Stolarczyk,40,GKP,Leicester,0.0,465,65,0.0,0.0,0.0,49,Stolarczyk,29,False,49,151,0.0,0,0,0,397,49,458,172.0,43,108,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,2971,622,61,462,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,i,399,2024-07-25T11:00:04.015354Z,442,0.0,0.0,0,0,0,2817,524,0,0,0,Ankle injury - Expected back 25 Jan,,0,0,0,0,0.00,0,23
305,Luke Thomas,40,DEF,Leicester,0.5,459,95,0.0,0.0,0.0,151,Thomas,153,False,153,1201,0.0,0,0,0,391,153,452,241.0,128,451,0,0.5,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,27142,614,181,456,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,a,392,,435,0.0,,0,0,0,12528,262,0,0,0,,,0,0,0,0,0.00,0,131
306,Jamie Vardy,57,FWD,Leicester,2.2,87,8,87.2,0.0,1.88,18,Vardy,22,False,23,67398,98.0,4,0,0,184,17,159,241.0,20,34494,0,11.6,4.2,1.90,1,,0.01,0,42.0,2,0.3,0.09,0,1.7,100.0,2,0.16,772335,97,29,128,12,14.02,,1.7,1.1,2.2,0.31,0.3,22.5,a,69,2024-08-12T14:30:04.652324Z,181,3.4,100.0,0,83,7,1610743,35,0,2,24,,1.0,2,0,-2,573,1.99,0,21
307,Jannik Vestergaard,40,DEF,Leicester,0.5,317,49,37.8,0.0,1.5,101,Vestergaard,128,False,105,5609,7.0,0,0,0,364,99,274,58.0,112,1946,0,2.3,0.5,0.01,0,,0.0,0,0.6,0,0.0,0.00,0,0.0,100.0,0,0.0,171659,582,160,324,3,3.01,,0.0,1.0,1.5,0.0,0.0,4.5,a,290,2024-09-25T00:30:06.822435Z,377,1.0,100.0,0,7,2,208068,130,0,1,2,,,0,0,0,180,0.01,0,91
308,Danny Ward,40,GKP,Leicester,0.5,437,18,0.0,0.0,0.0,35,Ward,14,False,35,3505,0.0,0,0,0,366,35,428,244.0,29,3318,0,2.3,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,84427,584,46,432,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,a,367,,411,0.0,,0,0,0,65056,128,0,0,0,,,0,0,0,0,0.00,0,8
309,Harry Winks,45,MID,Leicester,1.8,225,9,82.8,0.0,2.0,98,Winks,51,False,84,51488,1.0,0,0,0,194,65,167,241.0,93,23613,0,13.5,2.4,0.02,0,2.0,0.07,0,103.9,0,0.3,0.44,0,1.3,,0,0.0,873794,368,231,159,12,12.81,,1.3,1.0,2.14,0.07,0.0,18.9,a,355,,64,1.8,,0,79,6,940022,26,0,1,11,,,0,0,0,540,0.46,0,199
501,Oliver Skipp,49,MID,Leicester,1.8,255,204,46.8,0.0,1.52,117,Skipp,114,False,127,185,9.0,0,0,0,205,104,240,241.0,99,165,0,0.0,1.6,0.05,1,,0.05,0,45.8,0,0.3,0.20,0,1.3,,3,0.25,3572,272,181,256,6,9.89,,1.3,1.01,2.5,0.06,0.01,10.1,a,278,,172,1.6,,0,40,4,2618,518,0,2,8,,,-1,0,1,356,0.25,0,155
570,Abdul Fatawu,54,MID,Leicester,1.5,176,92,67.4,0.0,2.29,76,A.Fatawu,125,False,99,2453,44.0,3,0,0,249,79,196,81.0,125,475,1,0.4,3.0,0.15,0,,0.2,0,39.3,0,0.2,0.61,0,1.0,,1,0.0,72061,144,85,201,7,7.12,,1.0,0.98,2.33,0.25,0.05,15.1,a,148,,190,2.3,,0,68,3,59403,281,0,0,16,,,-1,0,1,275,0.76,0,91
606,Will Alves,45,MID,Leicester,0.5,594,158,0.0,0.0,0.0,260,Alves,259,False,257,475,0.0,0,0,0,558,254,586,241.0,235,266,0,0.1,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,,0,0.0,7373,458,277,590,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,a,564,,583,0.0,,0,0,0,9214,437,0,0,0,,,0,0,0,0,0.00,0,249
616,Ben Nelson,40,DEF,Leicester,0.0,484,197,0.0,0.0,0.0,165,Nelson,166,False,166,74,0.0,0,0,0,416,166,476,,142,0,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,3053,643,198,480,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,418,2024-08-31T06:22:31.067773Z,460,0.0,0.0,0,0,0,2208,580,0,0,0,Loaned to Oxford United,,0,0,0,0,0.00,0,145
635,Bilal El Khannouss,49,MID,Leicester,1.2,372,224,7.4,0.0,3.46,186,El Khannouss,144,False,168,301,2.0,0,0,0,282,186,377,145.0,142,61,0,0.0,0.6,0.03,0,,0.05,0,26.2,0,0.1,0.04,0,0.7,,0,0.0,2648,302,201,338,3,1.89,,0.7,1.15,2.18,0.08,0.03,3.6,a,347,,236,1.0,,0,16,1,4399,550,0,0,3,,,-1,0,1,78,0.07,0,193
310,Alisson Ramses Becker,55,GKP,Liverpool,1.1,16,10,126.8,2.56,0.34,2,A.Becker,69,False,19,114164,0.0,5,0,1,62,19,91,30.0,8,2280,0,8.4,6.4,0.00,4,,0.0,0,0.0,0,0.7,0.00,0,4.0,25.0,10,0.68,886473,109,2,233,2,3.74,,5.0,1.02,0.64,0.0,0.0,12.6,d,651,2024-10-05T14:00:07.200306Z,654,5.8,100.0,0,131,6,540999,52,15,0,35,Hamstring injury - 25% chance of playing,,0,0,0,528,0.00,0,68
311,Trent Alexander-Arnold,71,DEF,Liverpool,7.2,14,2,122.2,0.0,0.31,1,Alexander-Arnold,1,True,2,55872,45.0,6,0,1,15,35,99,241.0,3,48617,1,31.0,5.8,0.33,5,1.0,0.4,0,238.5,0,0.9,2.58,0,6.7,,8,0.77,1099769,23,1,36,2,4.39,1.0,7.7,1.08,0.68,0.45,0.05,40.5,a,145,,11,5.9,,0,153,7,1197300,8,0,2,41,,,1,0,-1,582,2.91,0,28
312,Stefan Bajčetić Maquieira,45,MID,Liverpool,0.0,596,190,0.0,0.0,0.0,262,Bajcetic,261,False,259,271,0.0,0,0,0,560,256,588,,237,0,0,0.1,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,15133,460,279,592,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,566,2024-08-31T06:19:45.092198Z,585,0.0,0.0,0,0,0,2712,497,0,0,0,Loaned to RB Salzburg,,0,0,0,0,0.00,0,251
313,Conor Bradley,47,DEF,Liverpool,0.5,349,110,17.8,0.0,1.2,120,Bradley,101,False,91,1523,52.0,0,0,0,579,117,323,242.0,211,256,0,0.3,0.9,0.24,0,,0.18,0,6.5,0,0.0,0.15,0,0.0,,0,0.0,42794,343,44,284,1,0.87,,1.0,0.0,1.04,0.47,0.29,7.6,a,132,,325,1.0,,0,11,0,8947,304,0,0,4,,,-3,0,3,75,0.39,0,23
315,Bobby Clark,45,MID,Liverpool,0.0,579,256,0.0,0.0,0.0,246,Clark,245,False,243,69,0.0,0,0,0,540,240,571,,219,0,0,0.0,0.0,0.00,0,,0.0,0,0.0,0,0.0,0.00,0,0.0,0.0,0,0.0,4606,436,257,575,0,0.00,,0.0,0.0,0.0,0.0,0.0,0.0,u,548,2024-08-22T11:22:35.466323Z,568,0.0,0.0,0,0,0,444,594,0,0,0,Transferred to RB Salzburg,,0,0,0,0,0.00,0,234
